"No.","Time","Source","Destination","Protocol","Length","Info"
"1751","2016-09-26 23:05:37.261774","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1780","2016-09-26 23:05:40.882301","192.168.1.240","207.171.178.6","NTP","90","NTP Version 4, client"
"1781","2016-09-26 23:05:40.883118","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"1871","2016-09-26 23:05:50.827794","192.168.1.240","192.168.1.1","DNS","88","Standard query 0xcc63 A device-metrics-us.amazon.com"
"1920","2016-09-26 23:05:55.610530","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1967","2016-09-26 23:06:04.286072","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2033","2016-09-26 23:06:22.635045","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2073","2016-09-26 23:06:31.310600","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2087","2016-09-26 23:06:35.176712","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"2188","2016-09-26 23:06:49.684277","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2213","2016-09-26 23:06:58.337611","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2226","2016-09-26 23:07:00.431825","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"2295","2016-09-26 23:07:16.693530","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2371","2016-09-26 23:07:25.373281","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2388","2016-09-26 23:07:28.623993","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"2446","2016-09-26 23:07:43.721017","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2495","2016-09-26 23:07:52.389839","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2614","2016-09-26 23:08:10.744694","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2650","2016-09-26 23:08:19.415828","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2656","2016-09-26 23:08:21.908828","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"2743","2016-09-26 23:08:37.771485","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2785","2016-09-26 23:08:46.445989","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2879","2016-09-26 23:09:03.169850","192.168.1.240","173.71.69.90","NTP","90","NTP Version 4, client"
"2887","2016-09-26 23:09:04.807635","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2933","2016-09-26 23:09:12.820710","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"2943","2016-09-26 23:09:13.472942","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3029","2016-09-26 23:09:31.824764","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3061","2016-09-26 23:09:40.493964","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3136","2016-09-26 23:09:46.896451","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7bfc A www.example.com"
"3137","2016-09-26 23:09:46.896929","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x4af3 AAAA www.example.com"
"3145","2016-09-26 23:09:47.059165","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xbf43 A www.example.net"
"3146","2016-09-26 23:09:47.059320","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xd281 AAAA www.example.net"
"3155","2016-09-26 23:09:47.235431","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa4ef A www.example.org"
"3156","2016-09-26 23:09:47.235581","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9cd9 AAAA www.example.org"
"3212","2016-09-26 23:09:57.079756","192.168.1.240","173.71.69.90","NTP","90","NTP Version 4, client"
"3215","2016-09-26 23:09:58.849275","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3220","2016-09-26 23:10:01.085400","192.168.1.240","206.108.0.132","NTP","90","NTP Version 4, client"
"3246","2016-09-26 23:10:07.090145","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"3251","2016-09-26 23:10:07.521260","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3342","2016-09-26 23:10:25.880260","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3373","2016-09-26 23:10:34.545896","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3437","2016-09-26 23:10:52.911434","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3460","2016-09-26 23:10:57.370718","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"3479","2016-09-26 23:11:01.572892","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3595","2016-09-26 23:11:19.935844","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3638","2016-09-26 23:11:28.600185","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3726","2016-09-26 23:11:46.963370","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3771","2016-09-26 23:11:55.626297","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3834","2016-09-26 23:12:09.655085","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"3849","2016-09-26 23:12:13.989490","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3904","2016-09-26 23:12:22.653637","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3987","2016-09-26 23:12:41.017121","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4028","2016-09-26 23:12:49.678705","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4097","2016-09-26 23:13:08.044123","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4147","2016-09-26 23:13:16.705918","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4226","2016-09-26 23:13:35.071301","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4275","2016-09-26 23:13:43.730036","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4388","2016-09-26 23:14:02.098181","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4429","2016-09-26 23:14:10.761462","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4534","2016-09-26 23:14:29.123637","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4569","2016-09-26 23:14:37.781330","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4663","2016-09-26 23:14:47.895355","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1c93 A www.example.com"
"4664","2016-09-26 23:14:47.895523","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xaa20 AAAA www.example.com"
"4672","2016-09-26 23:14:48.070058","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe420 A www.example.net"
"4673","2016-09-26 23:14:48.070226","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1c3c AAAA www.example.net"
"4683","2016-09-26 23:14:48.258577","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xda80 A www.example.org"
"4684","2016-09-26 23:14:48.258742","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x08fc AAAA www.example.org"
"4724","2016-09-26 23:14:56.149292","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4776","2016-09-26 23:15:04.805832","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4884","2016-09-26 23:15:23.180430","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4913","2016-09-26 23:15:31.830889","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5020","2016-09-26 23:15:50.207592","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5059","2016-09-26 23:15:58.856037","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5064","2016-09-26 23:15:59.924121","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"5163","2016-09-26 23:16:17.226885","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5184","2016-09-26 23:16:24.157450","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"5191","2016-09-26 23:16:25.883360","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5282","2016-09-26 23:16:44.255716","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5327","2016-09-26 23:16:50.419188","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"5351","2016-09-26 23:16:52.905723","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5428","2016-09-26 23:17:11.288459","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5448","2016-09-26 23:17:14.652496","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"5476","2016-09-26 23:17:19.932059","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5592","2016-09-26 23:17:38.309955","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5614","2016-09-26 23:17:42.843956","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"5644","2016-09-26 23:17:46.957520","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5732","2016-09-26 23:18:05.337005","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5769","2016-09-26 23:18:13.982459","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5849","2016-09-26 23:18:32.363348","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5865","2016-09-26 23:18:35.101714","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"5913","2016-09-26 23:18:41.009453","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6040","2016-09-26 23:18:59.390700","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6076","2016-09-26 23:19:08.035287","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6157","2016-09-26 23:19:26.416469","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6161","2016-09-26 23:19:27.363127","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"6188","2016-09-26 23:19:35.063653","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6294","2016-09-26 23:19:46.899096","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xcb6d A www.example.com"
"6295","2016-09-26 23:19:46.899281","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xead5 AAAA www.example.com"
"6304","2016-09-26 23:19:47.073010","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x62d8 A www.example.net"
"6305","2016-09-26 23:19:47.073162","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x37ab AAAA www.example.net"
"6314","2016-09-26 23:19:47.249236","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xfe88 A www.example.org"
"6316","2016-09-26 23:19:47.251425","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x500c AAAA www.example.org"
"6362","2016-09-26 23:19:53.442139","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6399","2016-09-26 23:20:02.089833","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6464","2016-09-26 23:20:17.623689","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"6479","2016-09-26 23:20:20.469396","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6521","2016-09-26 23:20:29.117332","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6522","2016-09-26 23:20:29.850339","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"6537","2016-09-26 23:20:36.013477","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"6609","2016-09-26 23:20:47.496897","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6630","2016-09-26 23:20:50.831808","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x7bf6 A device-metrics-us.amazon.com"
"6675","2016-09-26 23:20:54.600434","192.168.1.240","8.8.8.8","DNS","88","Standard query 0x7bf6 A device-metrics-us.amazon.com"
"6703","2016-09-26 23:20:56.143788","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6748","2016-09-26 23:21:08.208248","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"6771","2016-09-26 23:21:14.524345","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6807","2016-09-26 23:21:22.439705","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"6812","2016-09-26 23:21:23.168491","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6852","2016-09-26 23:21:29.599532","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"6905","2016-09-26 23:21:41.554373","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"6953","2016-09-26 23:21:50.195205","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"6970","2016-09-26 23:21:53.789783","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"7031","2016-09-26 23:22:08.579651","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7072","2016-09-26 23:22:16.066006","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"7078","2016-09-26 23:22:17.217267","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7099","2016-09-26 23:22:23.226033","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"7136","2016-09-26 23:22:32.399792","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"7143","2016-09-26 23:22:35.606807","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7179","2016-09-26 23:22:44.241554","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7288","2016-09-26 23:23:02.632870","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7315","2016-09-26 23:23:09.601622","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"7325","2016-09-26 23:23:11.268450","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7376","2016-09-26 23:23:16.772770","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"7427","2016-09-26 23:23:29.659142","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7465","2016-09-26 23:23:38.292254","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7549","2016-09-26 23:23:56.705048","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7579","2016-09-26 23:24:03.976541","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"7591","2016-09-26 23:24:05.318216","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7603","2016-09-26 23:24:07.140426","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"7673","2016-09-26 23:24:23.713364","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7714","2016-09-26 23:24:32.339482","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"7840","2016-09-26 23:24:46.910198","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x02bb A www.example.com"
"7841","2016-09-26 23:24:46.910366","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5870 AAAA www.example.com"
"7849","2016-09-26 23:24:47.072123","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x3303 A www.example.net"
"7850","2016-09-26 23:24:47.072273","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xba00 AAAA www.example.net"
"7860","2016-09-26 23:24:47.248034","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x92b5 A www.example.org"
"7861","2016-09-26 23:24:47.248181","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7865 AAAA www.example.org"
"7888","2016-09-26 23:24:50.739562","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"7913","2016-09-26 23:24:55.357941","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"7924","2016-09-26 23:24:57.521412","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"7933","2016-09-26 23:24:59.367541","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8016","2016-09-26 23:25:17.764740","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8051","2016-09-26 23:25:26.393329","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8135","2016-09-26 23:25:44.792404","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8160","2016-09-26 23:25:47.748104","192.168.1.240","208.75.89.4","NTP","90","NTP Version 4, client"
"8161","2016-09-26 23:25:47.748225","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"8203","2016-09-26 23:25:53.416875","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8319","2016-09-26 23:26:11.818134","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8359","2016-09-26 23:26:20.448115","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8401","2016-09-26 23:26:29.949653","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"8441","2016-09-26 23:26:38.842591","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8486","2016-09-26 23:26:47.475536","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8582","2016-09-26 23:27:05.205873","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"8586","2016-09-26 23:27:05.871195","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8613","2016-09-26 23:27:14.502565","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8729","2016-09-26 23:27:32.898344","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8759","2016-09-26 23:27:37.239320","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"8790","2016-09-26 23:27:41.529855","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8869","2016-09-26 23:27:59.924466","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"8901","2016-09-26 23:28:08.559289","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"8994","2016-09-26 23:28:26.950177","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9021","2016-09-26 23:28:35.584391","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9133","2016-09-26 23:28:53.977614","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9163","2016-09-26 23:29:02.610663","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9286","2016-09-26 23:29:21.004781","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9340","2016-09-26 23:29:29.637805","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9473","2016-09-26 23:29:46.901412","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5426 A www.example.com"
"9474","2016-09-26 23:29:46.902208","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xfc46 AAAA www.example.com"
"9484","2016-09-26 23:29:47.079126","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xfcb0 A www.example.net"
"9485","2016-09-26 23:29:47.079281","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x6a5c AAAA www.example.net"
"9495","2016-09-26 23:29:47.266756","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9b9d A www.example.org"
"9496","2016-09-26 23:29:47.266902","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa933 AAAA www.example.org"
"9516","2016-09-26 23:29:48.027891","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9551","2016-09-26 23:29:56.668349","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9644","2016-09-26 23:30:15.054373","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9699","2016-09-26 23:30:23.693162","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9768","2016-09-26 23:30:42.081696","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9801","2016-09-26 23:30:48.502115","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"9813","2016-09-26 23:30:50.718252","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"9884","2016-09-26 23:31:09.110702","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"9933","2016-09-26 23:31:17.744423","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10011","2016-09-26 23:31:36.131287","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10044","2016-09-26 23:31:44.717910","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"10045","2016-09-26 23:31:44.766998","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10159","2016-09-26 23:32:03.154254","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10190","2016-09-26 23:32:11.792467","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10292","2016-09-26 23:32:30.181207","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10322","2016-09-26 23:32:38.818504","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10326","2016-09-26 23:32:39.982562","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"10413","2016-09-26 23:32:57.215400","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10453","2016-09-26 23:33:05.856361","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10543","2016-09-26 23:33:24.247226","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10574","2016-09-26 23:33:32.882680","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10662","2016-09-26 23:33:51.270824","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10727","2016-09-26 23:33:59.909978","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10792","2016-09-26 23:34:18.297102","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"10840","2016-09-26 23:34:26.937229","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"10951","2016-09-26 23:34:45.324160","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"11004","2016-09-26 23:34:46.934457","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe351 A www.example.com"
