"No.","Time","Source","Destination","Protocol","Length","Info"
"468","2016-09-23 23:01:35.201958","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=139 Ack=139 Win=3072 Len=1"
"496","2016-09-23 23:01:43.164326","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"501","2016-09-23 23:01:43.371193","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=209 Ack=208 Win=3072 Len=0"
"553","2016-09-23 23:01:53.355983","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=208 Ack=208 Win=3072 Len=1"
"588","2016-09-23 23:01:58.569286","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"626","2016-09-23 23:02:03.545604","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=208 Ack=208 Win=3072 Len=1"
"805","2016-09-23 23:02:13.735173","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=208 Ack=208 Win=3072 Len=1"
"841","2016-09-23 23:02:23.924785","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=208 Ack=208 Win=3072 Len=1"
"891","2016-09-23 23:02:34.114396","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=208 Ack=208 Win=3072 Len=1"
"920","2016-09-23 23:02:42.075384","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"924","2016-09-23 23:02:42.281572","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=278 Ack=277 Win=3072 Len=0"
"945","2016-09-23 23:02:47.289257","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"973","2016-09-23 23:02:48.490789","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"975","2016-09-23 23:02:48.698198","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=347 Ack=346 Win=3072 Len=0"
"1105","2016-09-23 23:02:58.682888","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=346 Ack=346 Win=3072 Len=1"
"1204","2016-09-23 23:03:08.872335","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=346 Ack=346 Win=3072 Len=1"
"1244","2016-09-23 23:03:19.061916","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=346 Ack=346 Win=3072 Len=1"
"1306","2016-09-23 23:03:29.251398","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=346 Ack=346 Win=3072 Len=1"
"1327","2016-09-23 23:03:34.459261","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1338","2016-09-23 23:03:39.440932","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=346 Ack=346 Win=3072 Len=1"
"1364","2016-09-23 23:03:47.402457","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"1367","2016-09-23 23:03:47.609036","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=416 Ack=415 Win=3072 Len=0"
"1400","2016-09-23 23:03:50.920540","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"1402","2016-09-23 23:03:51.127311","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=501 Ack=484 Win=3072 Len=0"
"1466","2016-09-23 23:04:01.111834","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=1"
"1508","2016-09-23 23:04:11.301460","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=1"
"1625","2016-09-23 23:04:21.491020","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=1"
"1663","2016-09-23 23:04:26.699264","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1688","2016-09-23 23:04:31.680304","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=1"
"1724","2016-09-23 23:04:41.869421","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=1"
"1757","2016-09-23 23:04:49.830909","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"1761","2016-09-23 23:04:50.043031","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=570 Ack=553 Win=3072 Len=0"
"1824","2016-09-23 23:05:00.027440","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=569 Ack=553 Win=3072 Len=1"
"1888","2016-09-23 23:05:10.216883","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=569 Ack=553 Win=3072 Len=1"
"1905","2016-09-23 23:05:15.429286","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1912","2016-09-23 23:05:17.792580","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"1915","2016-09-23 23:05:17.999756","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=639 Ack=622 Win=3072 Len=0"
"1975","2016-09-23 23:05:27.984352","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=638 Ack=622 Win=3072 Len=1"
"2024","2016-09-23 23:05:38.173981","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=638 Ack=622 Win=3072 Len=1"
"2081","2016-09-23 23:05:44.962080","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"2084","2016-09-23 23:05:45.168933","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=708 Ack=691 Win=3072 Len=0"
"2165","2016-09-23 23:05:55.153548","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2242","2016-09-23 23:06:05.343117","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2269","2016-09-23 23:06:10.549280","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2283","2016-09-23 23:06:15.532701","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2328","2016-09-23 23:06:25.722243","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2449","2016-09-23 23:06:35.911657","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2478","2016-09-23 23:06:43.873287","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"2481","2016-09-23 23:06:44.079551","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=777 Ack=760 Win=3072 Len=0"
"2514","2016-09-23 23:06:54.064166","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=776 Ack=760 Win=3072 Len=1"
"2563","2016-09-23 23:06:59.269223","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2585","2016-09-23 23:07:04.253707","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=776 Ack=760 Win=3072 Len=1"
"2630","2016-09-23 23:07:14.443504","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=776 Ack=760 Win=3072 Len=1"
"2695","2016-09-23 23:07:24.633273","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=776 Ack=760 Win=3072 Len=1"
"2761","2016-09-23 23:07:34.822664","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=776 Ack=760 Win=3072 Len=1"
"2788","2016-09-23 23:07:42.784577","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"2791","2016-09-23 23:07:42.990960","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=846 Ack=829 Win=3072 Len=0"
"2805","2016-09-23 23:07:47.128775","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"2808","2016-09-23 23:07:47.336174","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=915 Ack=898 Win=3072 Len=0"
"2810","2016-09-23 23:07:47.989235","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2826","2016-09-23 23:07:51.556403","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"2828","2016-09-23 23:07:51.765077","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1000 Ack=967 Win=3072 Len=0"
"2905","2016-09-23 23:08:01.749589","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"2993","2016-09-23 23:08:11.939196","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3039","2016-09-23 23:08:22.128735","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3082","2016-09-23 23:08:32.318211","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3097","2016-09-23 23:08:37.529234","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3108","2016-09-23 23:08:42.507887","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3138","2016-09-23 23:08:50.467302","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"3143","2016-09-23 23:08:50.673694","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1069 Ack=1036 Win=3072 Len=0"
"3203","2016-09-23 23:09:00.658129","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3270","2016-09-23 23:09:10.847658","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3319","2016-09-23 23:09:21.037187","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3444","2016-09-23 23:09:26.249231","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3454","2016-09-23 23:09:31.226621","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3485","2016-09-23 23:09:36.761287","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"3487","2016-09-23 23:09:36.761343","192.168.1.196","192.168.1.1","DNS","72","Standard query 0x5973 A pool.ntp.org"
"3489","2016-09-23 23:09:36.766041","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"3491","2016-09-23 23:09:36.766196","192.168.1.196","203.19.252.1","NTP","90","NTP Version 3, client"
"3517","2016-09-23 23:09:41.416098","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3546","2016-09-23 23:09:49.377296","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"3551","2016-09-23 23:09:49.583480","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1138 Ack=1105 Win=3072 Len=0"
"3609","2016-09-23 23:09:59.568006","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3666","2016-09-23 23:10:09.757550","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3687","2016-09-23 23:10:14.969230","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3696","2016-09-23 23:10:16.385557","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"3701","2016-09-23 23:10:16.592778","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1207 Ack=1174 Win=3072 Len=0"
"3761","2016-09-23 23:10:26.577302","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1206 Ack=1174 Win=3072 Len=1"
"3810","2016-09-23 23:10:36.766795","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1206 Ack=1174 Win=3072 Len=1"
"3832","2016-09-23 23:10:45.664318","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"3836","2016-09-23 23:10:45.871171","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1276 Ack=1243 Win=3072 Len=0"
"3856","2016-09-23 23:10:50.869268","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3904","2016-09-23 23:10:55.855921","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1275 Ack=1243 Win=3072 Len=1"
"3961","2016-09-23 23:11:06.045594","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1275 Ack=1243 Win=3072 Len=1"
"4009","2016-09-23 23:11:16.235249","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1275 Ack=1243 Win=3072 Len=1"
"4031","2016-09-23 23:11:21.449288","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4062","2016-09-23 23:11:26.424667","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1275 Ack=1243 Win=3072 Len=1"
"4120","2016-09-23 23:11:36.614115","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1275 Ack=1243 Win=3072 Len=1"
"4171","2016-09-23 23:11:44.575745","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"4174","2016-09-23 23:11:44.782207","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1345 Ack=1312 Win=3072 Len=0"
"4412","2016-09-23 23:11:52.185970","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"4414","2016-09-23 23:11:52.396895","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1430 Ack=1381 Win=3072 Len=0"
"4453","2016-09-23 23:11:57.403499","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4478","2016-09-23 23:12:02.381227","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4513","2016-09-23 23:12:12.570682","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4547","2016-09-23 23:12:22.760138","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4591","2016-09-23 23:12:27.969241","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4615","2016-09-23 23:12:32.949753","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4645","2016-09-23 23:12:43.139048","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4656","2016-09-23 23:12:45.684749","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"4659","2016-09-23 23:12:45.892088","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1499 Ack=1450 Win=3072 Len=0"
"4709","2016-09-23 23:12:55.876358","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4734","2016-09-23 23:13:01.089235","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4761","2016-09-23 23:13:06.065707","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4857","2016-09-23 23:13:16.254940","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4914","2016-09-23 23:13:26.444210","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4939","2016-09-23 23:13:31.649270","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4961","2016-09-23 23:13:36.633585","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4995","2016-09-23 23:13:44.594556","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"5001","2016-09-23 23:13:44.800934","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1568 Ack=1519 Win=3072 Len=0"
"5043","2016-09-23 23:13:54.785235","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"5096","2016-09-23 23:14:04.974281","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"5118","2016-09-23 23:14:10.179290","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5130","2016-09-23 23:14:15.163375","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"5187","2016-09-23 23:14:25.352664","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"5227","2016-09-23 23:14:35.541950","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"5336","2016-09-23 23:14:40.749265","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5344","2016-09-23 23:14:43.503037","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"5348","2016-09-23 23:14:43.709212","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1637 Ack=1588 Win=3072 Len=0"
"5389","2016-09-23 23:14:53.693487","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"5470","2016-09-23 23:15:03.882576","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"5510","2016-09-23 23:15:14.071736","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"5514","2016-09-23 23:15:14.982752","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"5520","2016-09-23 23:15:15.190586","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1706 Ack=1657 Win=3072 Len=0"
"5529","2016-09-23 23:15:19.279256","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5557","2016-09-23 23:15:25.174739","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1705 Ack=1657 Win=3072 Len=1"
"5618","2016-09-23 23:15:35.363902","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1705 Ack=1657 Win=3072 Len=1"
"5654","2016-09-23 23:15:45.553114","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1705 Ack=1657 Win=3072 Len=1"
"5658","2016-09-23 23:15:46.375766","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"5661","2016-09-23 23:15:46.582463","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1775 Ack=1726 Win=3072 Len=0"
"5682","2016-09-23 23:15:50.759244","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5701","2016-09-23 23:15:52.814591","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"5708","2016-09-23 23:15:53.021493","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1860 Ack=1795 Win=3072 Len=0"
"5776","2016-09-23 23:16:03.005783","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5807","2016-09-23 23:16:13.195065","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5825","2016-09-23 23:16:18.409267","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5836","2016-09-23 23:16:23.384210","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5912","2016-09-23 23:16:33.573299","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5952","2016-09-23 23:16:43.762386","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5972","2016-09-23 23:16:48.969280","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5979","2016-09-23 23:16:51.724488","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"5982","2016-09-23 23:16:51.931205","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1929 Ack=1864 Win=3072 Len=0"
"6042","2016-09-23 23:17:01.915520","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1928 Ack=1864 Win=3072 Len=1"
"6096","2016-09-23 23:17:12.104883","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1928 Ack=1864 Win=3072 Len=1"
"6117","2016-09-23 23:17:17.319271","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"6133","2016-09-23 23:17:22.294353","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1928 Ack=1864 Win=3072 Len=1"
"6280","2016-09-23 23:17:32.483621","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1928 Ack=1864 Win=3072 Len=1"
"6318","2016-09-23 23:17:42.672759","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 3063  >  443 [ACK] Seq=1928 Ack=1864 Win=3072 Len=1"
"6323","2016-09-23 23:17:44.279692","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"6327","2016-09-23 23:17:44.517027","192.168.1.196","52.1.40.122","TCP","60","3063  >  443 [ACK] Seq=1998 Ack=1933 Win=3072 Len=0"
