"No.","Time","Source","Destination","Protocol","Length","Info"
"759","2016-09-24 23:02:09.221089","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"769","2016-09-24 23:02:10.586597","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"804","2016-09-24 23:02:19.912209","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"877","2016-09-24 23:02:37.612066","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"882","2016-09-24 23:02:39.245008","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"885","2016-09-24 23:02:39.501110","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=288 Ack=288 Win=1734 Len=0"
"903","2016-09-24 23:02:44.469918","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"912","2016-09-24 23:02:46.923681","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1225","2016-09-24 23:03:04.637752","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1248","2016-09-24 23:03:09.213072","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=288 Ack=329 Win=1734 Len=0"
"1249","2016-09-24 23:03:09.213190","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1263","2016-09-24 23:03:13.946966","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1343","2016-09-24 23:03:31.664825","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1360","2016-09-24 23:03:36.668432","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1371","2016-09-24 23:03:39.241173","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1375","2016-09-24 23:03:39.489794","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=370 Ack=370 Win=1734 Len=0"
"1378","2016-09-24 23:03:40.975272","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1397","2016-09-24 23:03:44.453534","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"1434","2016-09-24 23:03:49.480815","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"1470","2016-09-24 23:03:58.691855","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1492","2016-09-24 23:04:03.699135","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1495","2016-09-24 23:04:03.931010","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1496)"
"1497","2016-09-24 23:04:03.937993","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1498)"
"1499","2016-09-24 23:04:03.941747","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1500)"
"1501","2016-09-24 23:04:03.946507","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1502)"
"1503","2016-09-24 23:04:03.949648","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1504)"
"1505","2016-09-24 23:04:03.953874","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1506)"
"1507","2016-09-24 23:04:03.957524","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1508)"
"1509","2016-09-24 23:04:03.963873","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1510)"
"1511","2016-09-24 23:04:03.965573","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1512)"
"1513","2016-09-24 23:04:03.969226","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1514)"
"1515","2016-09-24 23:04:03.973240","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=15989/30014, ttl=64 (reply in 1516)"
"1517","2016-09-24 23:04:03.976945","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1518)"
"1519","2016-09-24 23:04:03.980783","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1520)"
"1521","2016-09-24 23:04:03.984702","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1522)"
"1523","2016-09-24 23:04:03.988438","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1524)"
"1525","2016-09-24 23:04:03.995427","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1526)"
"1527","2016-09-24 23:04:04.000710","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1528)"
"1529","2016-09-24 23:04:04.016176","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1530)"
"1531","2016-09-24 23:04:04.020006","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1532)"
"1533","2016-09-24 23:04:04.023902","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=59796/38121, ttl=64 (reply in 1534)"
"1535","2016-09-24 23:04:04.031983","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x033a A www.example.com"
"1536","2016-09-24 23:04:04.032450","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5a6e AAAA www.example.com"
"1539","2016-09-24 23:04:04.045640","192.168.1.240","93.184.216.34","TCP","74","48188  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7502560 TSecr=0 WS=16"
"1543","2016-09-24 23:04:04.215112","192.168.1.240","93.184.216.34","TCP","66","48188  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502604 TSecr=2781957681"
"1544","2016-09-24 23:04:04.215652","192.168.1.240","93.184.216.34","TCP","66","48188  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502604 TSecr=2781957681"
"1545","2016-09-24 23:04:04.218006","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x946d A www.example.net"
"1546","2016-09-24 23:04:04.218154","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7cd5 AAAA www.example.net"
"1549","2016-09-24 23:04:04.234438","192.168.1.240","93.184.216.34","TCP","74","48189  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7502608 TSecr=0 WS=16"
"1551","2016-09-24 23:04:04.367477","192.168.1.240","93.184.216.34","TCP","66","48188  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=7502643 TSecr=2781957723"
"1553","2016-09-24 23:04:04.379229","192.168.1.240","93.184.216.34","TCP","66","48189  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502646 TSecr=2093387198"
"1554","2016-09-24 23:04:04.379770","192.168.1.240","93.184.216.34","TCP","66","48189  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502646 TSecr=2093387198"
"1555","2016-09-24 23:04:04.381995","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xc8e6 A www.example.org"
"1556","2016-09-24 23:04:04.382149","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe4c7 AAAA www.example.org"
"1559","2016-09-24 23:04:04.396135","192.168.1.240","93.184.216.34","TCP","74","48190  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7502650 TSecr=0 WS=16"
"1563","2016-09-24 23:04:04.531477","192.168.1.240","93.184.216.34","TCP","66","48189  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=7502685 TSecr=2093387234"
"1565","2016-09-24 23:04:04.543187","192.168.1.240","93.184.216.34","TCP","66","48190  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502688 TSecr=698716870"
"1566","2016-09-24 23:04:04.543587","192.168.1.240","93.184.216.34","TCP","66","48190  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7502688 TSecr=698716870"
"1569","2016-09-24 23:04:04.695579","192.168.1.240","93.184.216.34","TCP","66","48190  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=7502727 TSecr=698716907"
"1570","2016-09-24 23:04:04.703017","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1589","2016-09-24 23:04:08.000015","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1595","2016-09-24 23:04:09.218993","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=370 Ack=411 Win=1734 Len=0"
"1597","2016-09-24 23:04:09.219551","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1668","2016-09-24 23:04:25.718798","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1703","2016-09-24 23:04:35.026742","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1721","2016-09-24 23:04:39.244315","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1725","2016-09-24 23:04:39.491709","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=452 Ack=452 Win=1734 Len=0"
"1742","2016-09-24 23:04:44.456690","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"1776","2016-09-24 23:04:52.745731","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1808","2016-09-24 23:05:02.056731","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1846","2016-09-24 23:05:09.211806","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=452 Ack=493 Win=1734 Len=0"
"1847","2016-09-24 23:05:09.211918","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1909","2016-09-24 23:05:19.772769","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1954","2016-09-24 23:05:29.081460","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2091","2016-09-24 23:05:39.237581","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2097","2016-09-24 23:05:39.491033","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=534 Ack=534 Win=1734 Len=0"
"2105","2016-09-24 23:05:40.354922","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=534 Ack=737 Win=1734 Len=0"
"2144","2016-09-24 23:05:44.455991","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2154","2016-09-24 23:05:46.799738","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2181","2016-09-24 23:05:48.799514","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"2192","2016-09-24 23:05:50.699209","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x4d72 A device-metrics-us.amazon.com"
"2194","2016-09-24 23:05:50.854972","192.168.1.240","72.21.207.120","TCP","74","46899  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7529904 TSecr=0 WS=16"
"2197","2016-09-24 23:05:51.077146","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2199","2016-09-24 23:05:51.194095","192.168.1.240","72.21.207.120","TLSv1","571","Client Hello"
"2205","2016-09-24 23:05:51.417459","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2206","2016-09-24 23:05:51.420319","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2207","2016-09-24 23:05:51.420413","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2208","2016-09-24 23:05:51.428969","192.168.1.240","72.21.207.120","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2211","2016-09-24 23:05:51.678274","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2212","2016-09-24 23:05:51.683894","192.168.1.240","72.21.207.120","TLSv1","1514","Application Data"
"2213","2016-09-24 23:05:51.684005","192.168.1.240","72.21.207.120","TLSv1","396","Application Data"
"2217","2016-09-24 23:05:51.909253","192.168.1.240","72.21.207.120","TLSv1","368","Application Data, Application Data"
"2220","2016-09-24 23:05:52.182217","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2225","2016-09-24 23:05:53.175059","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2226","2016-09-24 23:05:53.214261","192.168.1.240","72.21.207.120","TCP","54","46899  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2247","2016-09-24 23:05:56.108138","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2271","2016-09-24 23:06:02.035707","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"2312","2016-09-24 23:06:09.213468","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=534 Ack=778 Win=1734 Len=0"
"2313","2016-09-24 23:06:09.213590","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2327","2016-09-24 23:06:12.313759","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"2331","2016-09-24 23:06:13.832221","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2349","2016-09-24 23:06:17.471449","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2384","2016-09-24 23:06:23.145183","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2479","2016-09-24 23:06:39.258020","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2483","2016-09-24 23:06:39.508563","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=616 Ack=819 Win=1734 Len=0"
"2490","2016-09-24 23:06:40.513625","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"2493","2016-09-24 23:06:40.868064","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2562","2016-09-24 23:06:50.180052","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2628","2016-09-24 23:07:07.897620","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2634","2016-09-24 23:07:09.220290","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=616 Ack=860 Win=1734 Len=0"
"2635","2016-09-24 23:07:09.220733","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2660","2016-09-24 23:07:14.226816","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2671","2016-09-24 23:07:17.206849","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2773","2016-09-24 23:07:32.790266","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"2784","2016-09-24 23:07:34.923046","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2801","2016-09-24 23:07:39.251432","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2806","2016-09-24 23:07:39.507555","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=698 Ack=901 Win=1734 Len=0"
"2829","2016-09-24 23:07:44.231476","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2942","2016-09-24 23:08:01.949001","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2980","2016-09-24 23:08:09.498595","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2985","2016-09-24 23:08:09.675441","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=739 Ack=942 Win=1734 Len=0"
"2986","2016-09-24 23:08:09.675947","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2990","2016-09-24 23:08:09.932608","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=780 Ack=983 Win=1734 Len=0"
"2996","2016-09-24 23:08:11.254075","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3013","2016-09-24 23:08:14.226325","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3174","2016-09-24 23:08:23.062389","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"3198","2016-09-24 23:08:28.977644","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3231","2016-09-24 23:08:38.280617","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3234","2016-09-24 23:08:39.921325","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3241","2016-09-24 23:08:40.362390","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"3246","2016-09-24 23:08:40.582259","192.168.1.240","54.239.29.231","TCP","54","60880  >  443 [ACK] Seq=821 Ack=1024 Win=1734 Len=0"
"3310","2016-09-24 23:08:54.312790","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"3315","2016-09-24 23:08:56.003704","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3332","2016-09-24 23:09:00.510695","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3356","2016-09-24 23:09:03.831632","AmazonTe_56:cc:d3","Tp-LinkT_51:33:e9","EAPOL","113","Key (Group Message 2 of 2)"
"3365","2016-09-24 23:09:03.949565","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3366)"
"3367","2016-09-24 23:09:03.962407","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3368)"
"3369","2016-09-24 23:09:03.964128","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3370)"
"3371","2016-09-24 23:09:03.967910","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3372)"
"3373","2016-09-24 23:09:03.971819","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3374)"
"3375","2016-09-24 23:09:03.975768","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3376)"
"3377","2016-09-24 23:09:03.979747","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3378)"
"3379","2016-09-24 23:09:03.983474","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3380)"
"3381","2016-09-24 23:09:03.987320","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3382)"
"3383","2016-09-24 23:09:03.991209","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=24168/26718, ttl=64 (reply in 3384)"
"3385","2016-09-24 23:09:03.995603","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3386)"
"3387","2016-09-24 23:09:04.004889","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3388)"
"3390","2016-09-24 23:09:04.011063","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3391)"
"3392","2016-09-24 23:09:04.015271","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3393)"
"3394","2016-09-24 23:09:04.018844","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3395)"
"3396","2016-09-24 23:09:04.023761","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3397)"
"3398","2016-09-24 23:09:04.029242","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3399)"
"3400","2016-09-24 23:09:04.034487","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3401)"
"3402","2016-09-24 23:09:04.038123","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3403)"
"3404","2016-09-24 23:09:04.044982","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=52599/30669, ttl=64 (reply in 3405)"
"3407","2016-09-24 23:09:04.053863","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x15f2 A www.example.com"
"3408","2016-09-24 23:09:04.054038","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7ede AAAA www.example.com"
"3411","2016-09-24 23:09:04.066600","192.168.1.240","93.184.216.34","TCP","74","57481  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7579361 TSecr=0 WS=16"
"3414","2016-09-24 23:09:04.214095","192.168.1.240","93.184.216.34","TCP","66","57481  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7579399 TSecr=2653251238"
"3415","2016-09-24 23:09:04.214722","192.168.1.240","93.184.216.34","TCP","66","57481  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7579399 TSecr=2653251238"
"3416","2016-09-24 23:09:04.217177","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xeb6d A www.example.net"
"3417","2016-09-24 23:09:04.217330","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x2ad6 AAAA www.example.net"
"3420","2016-09-24 23:09:04.230441","192.168.1.240","93.184.216.34","TCP","74","57482  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=7579403 TSecr=0 WS=16"
"3422","2016-09-24 23:09:04.366286","192.168.1.240","93.184.216.34","TCP","66","57481  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=7579438 TSecr=2653251275"
"3424","2016-09-24 23:09:04.378001","192.168.1.240","93.184.216.34","TCP","66","57482  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7579441 TSecr=2165423778"
"3425","2016-09-24 23:09:04.378658","192.168.1.240","93.184.216.34","TCP","66","57482  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=7579441 TSecr=2165423778"
"3426","2016-09-24 23:09:04.380642","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x66ee A www.example.org"
"3427","2016-09-24 23:09:04.380797","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x20d7 AAAA www.example.org"
