"No.","Time","Source","Destination","Protocol","Length","Info"
"676","2016-09-28 23:01:57.553870","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=206 Ack=206 Win=1734 Len=0"
"803","2016-09-28 23:02:01.139196","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"808","2016-09-28 23:02:02.061630","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"861","2016-09-28 23:02:09.125199","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"894","2016-09-28 23:02:14.135688","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"972","2016-09-28 23:02:26.808465","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=206 Ack=247 Win=1734 Len=0"
"973","2016-09-28 23:02:26.808577","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"978","2016-09-28 23:02:28.171505","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1045","2016-09-28 23:02:36.154749","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1162","2016-09-28 23:02:55.192389","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1173","2016-09-28 23:02:56.832963","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"1178","2016-09-28 23:02:57.088728","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=288 Ack=288 Win=1734 Len=0"
"1214","2016-09-28 23:03:02.042024","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"1226","2016-09-28 23:03:03.182501","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1264","2016-09-28 23:03:08.198002","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1278","2016-09-28 23:03:09.201951","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1360","2016-09-28 23:03:22.218656","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1394","2016-09-28 23:03:26.807745","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=288 Ack=329 Win=1734 Len=0"
"1395","2016-09-28 23:03:26.808292","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"1409","2016-09-28 23:03:30.208711","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1509","2016-09-28 23:03:49.243943","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1552","2016-09-28 23:03:56.835106","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"1558","2016-09-28 23:03:57.085516","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=370 Ack=370 Win=1734 Len=0"
"1561","2016-09-28 23:03:57.234720","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1588","2016-09-28 23:04:02.061362","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"1677","2016-09-28 23:04:16.268551","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"1803","2016-09-28 23:04:21.276043","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"1805","2016-09-28 23:04:21.648143","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1806)"
"1807","2016-09-28 23:04:21.659334","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1808)"
"1809","2016-09-28 23:04:21.663590","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1810)"
"1811","2016-09-28 23:04:21.668163","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1812)"
"1813","2016-09-28 23:04:21.670721","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1814)"
"1815","2016-09-28 23:04:21.675868","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1816)"
"1817","2016-09-28 23:04:21.678783","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1818)"
"1819","2016-09-28 23:04:21.682585","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1820)"
"1821","2016-09-28 23:04:21.690774","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1822)"
"1823","2016-09-28 23:04:21.694461","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1824)"
"1825","2016-09-28 23:04:21.699508","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1826)"
"1827","2016-09-28 23:04:21.702187","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1828)"
"1829","2016-09-28 23:04:21.707252","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1830)"
"1831","2016-09-28 23:04:21.709999","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1832)"
"1833","2016-09-28 23:04:21.714057","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1834)"
"1835","2016-09-28 23:04:21.719087","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1836)"
"1837","2016-09-28 23:04:21.721649","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1838)"
"1839","2016-09-28 23:04:21.725687","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1840)"
"1841","2016-09-28 23:04:21.729236","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1842)"
"1843","2016-09-28 23:04:21.734638","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=20391/42831, ttl=64 (reply in 1844)"
"1845","2016-09-28 23:04:21.743430","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9d6a A www.example.com"
"1846","2016-09-28 23:04:21.743578","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xadd1 AAAA www.example.com"
"1849","2016-09-28 23:04:21.776693","192.168.1.240","93.184.216.34","TCP","74","40437  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=95980696 TSecr=0 WS=16"
"1851","2016-09-28 23:04:21.928601","192.168.1.240","93.184.216.34","TCP","66","40437  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980735 TSecr=98975182"
"1852","2016-09-28 23:04:21.929219","192.168.1.240","93.184.216.34","TCP","66","40437  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980735 TSecr=98975182"
"1853","2016-09-28 23:04:21.931246","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xf3bf A www.example.net"
"1854","2016-09-28 23:04:21.931397","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x3a7a AAAA www.example.net"
"1857","2016-09-28 23:04:21.946314","192.168.1.240","93.184.216.34","TCP","74","40438  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=95980739 TSecr=0 WS=16"
"1859","2016-09-28 23:04:22.080930","192.168.1.240","93.184.216.34","TCP","66","40437  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=95980774 TSecr=98975220"
"1861","2016-09-28 23:04:22.092656","192.168.1.240","93.184.216.34","TCP","66","40438  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980777 TSecr=2562104008"
"1862","2016-09-28 23:04:22.093375","192.168.1.240","93.184.216.34","TCP","66","40438  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980777 TSecr=2562104008"
"1863","2016-09-28 23:04:22.095356","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x217e A www.example.org"
"1864","2016-09-28 23:04:22.095507","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xb5f6 AAAA www.example.org"
"1867","2016-09-28 23:04:22.122628","192.168.1.240","93.184.216.34","TCP","74","40439  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=95980784 TSecr=0 WS=16"
"1869","2016-09-28 23:04:22.246706","192.168.1.240","93.184.216.34","TCP","66","40438  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=95980816 TSecr=2562104044"
"1871","2016-09-28 23:04:22.280147","192.168.1.240","93.184.216.34","TCP","66","40439  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980825 TSecr=2218549824"
"1872","2016-09-28 23:04:22.280281","192.168.1.240","93.184.216.34","TCP","66","40439  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=95980825 TSecr=2218549824"
"1874","2016-09-28 23:04:22.433252","192.168.1.240","93.184.216.34","TCP","66","40439  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=95980864 TSecr=2218549864"
"1897","2016-09-28 23:04:24.260866","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"1907","2016-09-28 23:04:26.803597","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=370 Ack=411 Win=1734 Len=0"
"1908","2016-09-28 23:04:26.804156","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"1976","2016-09-28 23:04:43.296939","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2018","2016-09-28 23:04:51.287847","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2045","2016-09-28 23:04:56.312808","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"2050","2016-09-28 23:04:56.836331","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"2054","2016-09-28 23:04:57.088400","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=452 Ack=452 Win=1734 Len=0"
"2062","2016-09-28 23:04:57.310997","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"2107","2016-09-28 23:05:02.457597","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"2142","2016-09-28 23:05:08.697888","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2156","2016-09-28 23:05:10.322924","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2204","2016-09-28 23:05:18.319442","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2267","2016-09-28 23:05:23.322896","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"2274","2016-09-28 23:05:24.713695","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"2283","2016-09-28 23:05:26.804358","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=452 Ack=493 Win=1734 Len=0"
"2284","2016-09-28 23:05:26.804933","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"2304","2016-09-28 23:05:31.810600","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2335","2016-09-28 23:05:37.356413","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2384","2016-09-28 23:05:45.350638","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2409","2016-09-28 23:05:51.013585","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x3603 A device-metrics-us.amazon.com"
"2413","2016-09-28 23:05:51.233919","192.168.1.240","72.21.207.120","TCP","74","39838  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=96003595 TSecr=0 WS=16"
"2416","2016-09-28 23:05:51.444458","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2417","2016-09-28 23:05:51.586032","192.168.1.240","72.21.207.120","TLSv1","571","Client Hello"
"2423","2016-09-28 23:05:51.796793","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2424","2016-09-28 23:05:51.796894","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2425","2016-09-28 23:05:51.796958","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2426","2016-09-28 23:05:51.821422","192.168.1.240","72.21.207.120","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2430","2016-09-28 23:05:52.042857","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2431","2016-09-28 23:05:52.056503","192.168.1.240","72.21.207.120","TLSv1","1514","Application Data"
"2432","2016-09-28 23:05:52.056628","192.168.1.240","72.21.207.120","TLSv1","396","Application Data"
"2435","2016-09-28 23:05:52.264571","192.168.1.240","72.21.207.120","TLSv1","368","Application Data, Application Data"
"2438","2016-09-28 23:05:52.526147","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2453","2016-09-28 23:05:53.686979","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2454","2016-09-28 23:05:53.726164","192.168.1.240","72.21.207.120","TCP","54","39838  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2467","2016-09-28 23:05:56.241173","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2468","2016-09-28 23:05:56.839008","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"2471","2016-09-28 23:05:57.088671","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=534 Ack=534 Win=1734 Len=0"
"2515","2016-09-28 23:06:04.385783","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2558","2016-09-28 23:06:12.377676","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2618","2016-09-28 23:06:21.944273","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2646","2016-09-28 23:06:26.803676","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=534 Ack=575 Win=1734 Len=0"
"2647","2016-09-28 23:06:26.804245","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"2673","2016-09-28 23:06:31.414728","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2769","2016-09-28 23:06:39.404316","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"2836","2016-09-28 23:06:45.000820","192.168.1.240","206.108.0.131","NTP","90","NTP Version 4, client"
"2891","2016-09-28 23:06:50.229469","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"2932","2016-09-28 23:06:56.831558","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"2935","2016-09-28 23:06:57.084456","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=616 Ack=616 Win=1734 Len=0"
"2940","2016-09-28 23:06:58.440258","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"2981","2016-09-28 23:07:06.426767","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3040","2016-09-28 23:07:18.246801","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"3082","2016-09-28 23:07:23.252899","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"3093","2016-09-28 23:07:25.464157","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3099","2016-09-28 23:07:26.811392","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=616 Ack=657 Win=1734 Len=0"
"3100","2016-09-28 23:07:26.811931","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"3116","2016-09-28 23:07:31.807309","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3124","2016-09-28 23:07:33.451898","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3152","2016-09-28 23:07:37.490906","192.168.1.240","206.108.0.131","NTP","90","NTP Version 4, client"
"3232","2016-09-28 23:07:52.494017","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3258","2016-09-28 23:07:56.845561","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"3261","2016-09-28 23:07:57.092266","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=698 Ack=698 Win=1734 Len=0"
"3275","2016-09-28 23:08:00.479129","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3290","2016-09-28 23:08:02.084580","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3330","2016-09-28 23:08:12.737153","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"3391","2016-09-28 23:08:19.518206","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3420","2016-09-28 23:08:24.542382","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"3435","2016-09-28 23:08:26.804212","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=698 Ack=739 Win=1734 Len=0"
"3436","2016-09-28 23:08:26.804319","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"3442","2016-09-28 23:08:27.506431","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3444","2016-09-28 23:08:27.973689","192.168.1.240","206.108.0.131","NTP","90","NTP Version 4, client"
"3464","2016-09-28 23:08:31.807302","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3533","2016-09-28 23:08:46.545659","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3674","2016-09-28 23:08:54.534928","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3681","2016-09-28 23:08:56.830442","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"3694","2016-09-28 23:08:57.076457","192.168.1.240","176.32.98.204","TCP","54","54688  >  443 [ACK] Seq=780 Ack=780 Win=1734 Len=0"
"3716","2016-09-28 23:09:02.049738","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3747","2016-09-28 23:09:05.801532","AmazonTe_56:cc:d3","Tp-LinkT_51:33:e9","EAPOL","113","Key (Group Message 2 of 2)"
"3760","2016-09-28 23:09:06.219245","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"3800","2016-09-28 23:09:13.572706","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3829","2016-09-28 23:09:21.459531","192.168.1.240","206.108.0.131","NTP","90","NTP Version 4, client"
"3830","2016-09-28 23:09:21.561548","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3831","2016-09-28 23:09:21.655826","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3832)"
"3833","2016-09-28 23:09:21.662864","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3834)"
"3835","2016-09-28 23:09:21.667904","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3836)"
"3838","2016-09-28 23:09:21.672226","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3839)"
"3840","2016-09-28 23:09:21.674505","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3841)"
"3842","2016-09-28 23:09:21.678820","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3843)"
"3844","2016-09-28 23:09:21.682264","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3845)"
"3846","2016-09-28 23:09:21.686053","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3847)"
"3848","2016-09-28 23:09:21.694057","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3849)"
"3850","2016-09-28 23:09:21.697982","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3851)"
"3852","2016-09-28 23:09:21.702908","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3853)"
"3854","2016-09-28 23:09:21.705779","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3855)"
"3856","2016-09-28 23:09:21.709715","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3857)"
"3858","2016-09-28 23:09:21.713153","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3859)"
"3860","2016-09-28 23:09:21.717312","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3861)"
"3862","2016-09-28 23:09:21.723864","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3863)"
"3864","2016-09-28 23:09:21.729419","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3865)"
"3866","2016-09-28 23:09:21.732895","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3867)"
"3868","2016-09-28 23:09:21.765340","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3869)"
"3870","2016-09-28 23:09:21.776125","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35041/57736, ttl=64 (reply in 3871)"
"3872","2016-09-28 23:09:21.783571","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa116 A www.example.com"
"3873","2016-09-28 23:09:21.783733","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9627 AAAA www.example.com"
"3876","2016-09-28 23:09:21.794358","192.168.1.240","93.184.216.34","TCP","74","53365  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=96057498 TSecr=0 WS=16"
"3879","2016-09-28 23:09:21.943894","192.168.1.240","93.184.216.34","TCP","66","53365  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=96057537 TSecr=1677373452"
"3880","2016-09-28 23:09:21.944458","192.168.1.240","93.184.216.34","TCP","66","53365  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=96057537 TSecr=1677373452"
"3881","2016-09-28 23:09:21.946669","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x6975 A www.example.net"
"3882","2016-09-28 23:09:21.946819","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x26e5 AAAA www.example.net"
