"No.","Time","Source","Destination","Protocol","Length","Info"
"1089","2016-09-26 23:03:47.219445","192.168.1.240","54.239.29.231","TLSv1.2","211","Application Data"
"1091","2016-09-26 23:03:47.448059","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=445 Ack=829 Win=1734 Len=0"
"1092","2016-09-26 23:03:47.478139","192.168.1.240","74.125.34.101","TLSv1.2","97","Encrypted Alert"
"1093","2016-09-26 23:03:47.501118","192.168.1.240","74.125.34.101","TCP","66","45417  >  443 [FIN, ACK] Seq=32 Ack=1 Win=1160 Len=0 TSval=51735121 TSecr=2089364399"
"1097","2016-09-26 23:03:47.918245","192.168.1.240","74.125.34.101","TCP","74","39830  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51735228 TSecr=0 WS=16"
"1101","2016-09-26 23:03:48.139505","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51735285 TSecr=1177814475"
"1102","2016-09-26 23:03:48.179456","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51735295 TSecr=2089364399"
"1103","2016-09-26 23:03:48.242853","192.168.1.240","74.125.34.101","TLSv1.2","583","Client Hello"
"1111","2016-09-26 23:03:48.470810","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=518 Ack=1419 Win=7216 Len=0 TSval=51735369 TSecr=1177814800"
"1112","2016-09-26 23:03:48.470929","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=518 Ack=2837 Win=10064 Len=0 TSval=51735369 TSecr=1177814800"
"1113","2016-09-26 23:03:48.470993","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=518 Ack=4097 Win=12896 Len=0 TSval=51735369 TSecr=1177814800"
"1115","2016-09-26 23:03:48.693893","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=518 Ack=4720 Win=15728 Len=0 TSval=51735426 TSecr=1177815027"
"1116","2016-09-26 23:03:48.716067","192.168.1.240","74.125.34.101","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1121","2016-09-26 23:03:48.937866","192.168.1.240","74.125.34.101","TLSv1.2","158","Application Data"
"1128","2016-09-26 23:03:49.450461","192.168.1.240","54.239.29.231","TLSv1.2","201","Application Data"
"1129","2016-09-26 23:03:49.455590","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=736 Ack=5529 Win=18560 Len=0 TSval=51735622 TSecr=1177815758"
"1130","2016-09-26 23:03:49.588382","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51735656 TSecr=2089364399"
"1133","2016-09-26 23:03:50.003466","192.168.1.240","54.239.29.231","TLSv1.2","335","Application Data"
"1145","2016-09-26 23:03:52.135325","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=873 Ack=870 Win=1734 Len=0"
"1146","2016-09-26 23:03:52.136071","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1150","2016-09-26 23:03:52.408734","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51736378 TSecr=2089364399"
"1175","2016-09-26 23:03:58.041590","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51737820 TSecr=2089364399"
"1212","2016-09-26 23:04:09.307177","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51740704 TSecr=2089364399"
"1274","2016-09-26 23:04:22.166182","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1277","2016-09-26 23:04:22.439832","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=955 Ack=911 Win=1734 Len=0"
"1313","2016-09-26 23:04:31.869627","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51746480 TSecr=2089364399"
"1449","2016-09-26 23:04:46.914644","192.168.1.240","93.184.216.34","TCP","74","45598  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51750331 TSecr=0 WS=16"
"1452","2016-09-26 23:04:47.061227","192.168.1.240","93.184.216.34","TCP","66","45598  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750369 TSecr=2697398980"
"1453","2016-09-26 23:04:47.061861","192.168.1.240","93.184.216.34","TCP","66","45598  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750369 TSecr=2697398980"
"1458","2016-09-26 23:04:47.078944","192.168.1.240","93.184.216.34","TCP","74","45599  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51750373 TSecr=0 WS=16"
"1460","2016-09-26 23:04:47.213538","192.168.1.240","93.184.216.34","TCP","66","45598  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51750408 TSecr=2697399016"
"1462","2016-09-26 23:04:47.225210","192.168.1.240","93.184.216.34","TCP","66","45599  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750411 TSecr=2676210185"
"1463","2016-09-26 23:04:47.225827","192.168.1.240","93.184.216.34","TCP","66","45599  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750411 TSecr=2676210185"
"1469","2016-09-26 23:04:47.244340","192.168.1.240","93.184.216.34","TCP","74","45600  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51750415 TSecr=0 WS=16"
"1471","2016-09-26 23:04:47.377565","192.168.1.240","93.184.216.34","TCP","66","45599  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51750450 TSecr=2676210222"
"1473","2016-09-26 23:04:47.389281","192.168.1.240","93.184.216.34","TCP","66","45600  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750453 TSecr=3206798565"
"1474","2016-09-26 23:04:47.389674","192.168.1.240","93.184.216.34","TCP","66","45600  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51750453 TSecr=3206798565"
"1477","2016-09-26 23:04:47.544027","192.168.1.240","93.184.216.34","TCP","66","45600  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51750492 TSecr=3206798601"
"1495","2016-09-26 23:04:52.088497","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=955 Ack=952 Win=1734 Len=0"
"1496","2016-09-26 23:04:52.089038","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1634","2016-09-26 23:05:16.932852","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 45417  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1160 Len=31 TSval=51758016 TSecr=2089364399"
"1656","2016-09-26 23:05:22.115924","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1659","2016-09-26 23:05:22.377138","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1037 Ack=993 Win=1734 Len=0"
"1873","2016-09-26 23:05:51.002875","192.168.1.240","54.239.26.180","TCP","74","42000  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51766738 TSecr=0 WS=16"
"1875","2016-09-26 23:05:51.213467","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"1876","2016-09-26 23:05:51.351662","192.168.1.240","54.239.26.180","TLSv1","571","Client Hello"
"1882","2016-09-26 23:05:51.589281","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"1883","2016-09-26 23:05:51.589401","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"1884","2016-09-26 23:05:51.589748","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"1885","2016-09-26 23:05:51.603668","192.168.1.240","54.239.26.180","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1890","2016-09-26 23:05:51.823525","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"1891","2016-09-26 23:05:51.826006","192.168.1.240","54.239.26.180","TLSv1","1514","Application Data"
"1892","2016-09-26 23:05:51.826100","192.168.1.240","54.239.26.180","TLSv1","396","Application Data"
"1894","2016-09-26 23:05:52.045489","192.168.1.240","54.239.26.180","TLSv1","368","Application Data, Application Data"
"1896","2016-09-26 23:05:52.092204","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1037 Ack=1034 Win=1734 Len=0"
"1897","2016-09-26 23:05:52.092739","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"1899","2016-09-26 23:05:52.330185","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"1905","2016-09-26 23:05:53.627514","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"1906","2016-09-26 23:05:53.672591","192.168.1.240","54.239.26.180","TCP","54","42000  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2028","2016-09-26 23:06:22.123096","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2032","2016-09-26 23:06:22.576328","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"2038","2016-09-26 23:06:23.490368","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"2042","2016-09-26 23:06:23.834036","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1119 Ack=1075 Win=1734 Len=0"
"2193","2016-09-26 23:06:52.089015","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1119 Ack=1116 Win=1734 Len=0"
"2194","2016-09-26 23:06:52.089158","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2349","2016-09-26 23:07:22.117124","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2356","2016-09-26 23:07:22.392461","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1201 Ack=1157 Win=1734 Len=0"
"2480","2016-09-26 23:07:49.997934","192.168.1.240","74.125.34.101","TCP","66","39830  >  443 [ACK] Seq=736 Ack=5530 Win=18560 Len=0 TSval=51797201 TSecr=1178056302"
"2490","2016-09-26 23:07:52.103636","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1201 Ack=1198 Win=1734 Len=0"
"2491","2016-09-26 23:07:52.104229","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2658","2016-09-26 23:08:22.131332","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2662","2016-09-26 23:08:22.393318","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1283 Ack=1239 Win=1734 Len=0"
"2829","2016-09-26 23:08:52.385390","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2831","2016-09-26 23:08:52.552885","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1324 Ack=1280 Win=1734 Len=0"
"2832","2016-09-26 23:08:52.552990","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2840","2016-09-26 23:08:52.814130","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1365 Ack=1321 Win=1734 Len=0"
"2978","2016-09-26 23:09:22.798481","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"2983","2016-09-26 23:09:23.041364","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1406 Ack=1362 Win=1734 Len=0"
"3140","2016-09-26 23:09:46.906819","192.168.1.240","93.184.216.34","TCP","74","40812  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827129 TSecr=0 WS=16"
"3143","2016-09-26 23:09:47.056471","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827168 TSecr=2674810696"
"3144","2016-09-26 23:09:47.057073","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827168 TSecr=2674810696"
"3149","2016-09-26 23:09:47.082726","192.168.1.240","93.184.216.34","TCP","74","40813  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827174 TSecr=0 WS=16"
"3151","2016-09-26 23:09:47.208855","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827207 TSecr=2674810733"
"3153","2016-09-26 23:09:47.232157","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827213 TSecr=2674810740"
"3154","2016-09-26 23:09:47.232755","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827213 TSecr=2674810740"
"3159","2016-09-26 23:09:47.259856","192.168.1.240","93.184.216.34","TCP","74","40814  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827220 TSecr=0 WS=16"
"3162","2016-09-26 23:09:47.388500","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827253 TSecr=2674810777"
"3164","2016-09-26 23:09:47.412509","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827259 TSecr=2676277363"
"3165","2016-09-26 23:09:47.412643","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827259 TSecr=2676277363"
"3167","2016-09-26 23:09:47.564303","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827298 TSecr=2676277401"
"3190","2016-09-26 23:09:52.099397","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1406 Ack=1403 Win=1734 Len=0"
"3191","2016-09-26 23:09:52.100086","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3324","2016-09-26 23:10:22.129078","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3327","2016-09-26 23:10:22.415456","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1488 Ack=1444 Win=1734 Len=0"
"3430","2016-09-26 23:10:52.084460","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1488 Ack=1485 Win=1734 Len=0"
"3431","2016-09-26 23:10:52.084579","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3610","2016-09-26 23:11:22.113227","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3614","2016-09-26 23:11:22.376150","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1570 Ack=1526 Win=1734 Len=0"
"3750","2016-09-26 23:11:52.368704","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3755","2016-09-26 23:11:52.829274","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"3758","2016-09-26 23:11:53.517017","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1611 Ack=1567 Win=1734 Len=0"
"3759","2016-09-26 23:11:53.517298","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3765","2016-09-26 23:11:53.778514","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1652 Ack=1608 Win=1734 Len=0"
"3907","2016-09-26 23:12:23.770577","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3910","2016-09-26 23:12:23.990074","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1693 Ack=1649 Win=1734 Len=0"
"4036","2016-09-26 23:12:52.079468","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1693 Ack=1690 Win=1734 Len=0"
"4037","2016-09-26 23:12:52.080037","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4170","2016-09-26 23:13:22.110449","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4174","2016-09-26 23:13:22.386822","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1775 Ack=1731 Win=1734 Len=0"
"4322","2016-09-26 23:13:52.364465","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4324","2016-09-26 23:13:52.563708","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1816 Ack=1772 Win=1734 Len=0"
"4325","2016-09-26 23:13:52.563981","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4329","2016-09-26 23:13:52.829899","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1857 Ack=1813 Win=1734 Len=0"
"4486","2016-09-26 23:14:22.815105","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4493","2016-09-26 23:14:23.517438","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1898 Ack=1854 Win=1734 Len=0"
"4667","2016-09-26 23:14:47.921708","192.168.1.240","93.184.216.34","TCP","74","47283  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904189 TSecr=0 WS=16"
"4670","2016-09-26 23:14:48.068046","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904227 TSecr=2136456331"
"4671","2016-09-26 23:14:48.068170","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904227 TSecr=2136456331"
"4676","2016-09-26 23:14:48.098565","192.168.1.240","93.184.216.34","TCP","74","47284  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904235 TSecr=0 WS=16"
"4679","2016-09-26 23:14:48.219665","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904266 TSecr=2136456367"
"4681","2016-09-26 23:14:48.255035","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904275 TSecr=2677194007"
"4682","2016-09-26 23:14:48.255160","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904275 TSecr=2677194007"
"4687","2016-09-26 23:14:48.281771","192.168.1.240","93.184.216.34","TCP","74","47285  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904281 TSecr=0 WS=16"
"4690","2016-09-26 23:14:48.406944","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904314 TSecr=2677194046"
"4692","2016-09-26 23:14:48.430617","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904320 TSecr=494509281"
"4693","2016-09-26 23:14:48.430748","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904320 TSecr=494509281"
"4695","2016-09-26 23:14:48.582946","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904359 TSecr=494509318"
"4706","2016-09-26 23:14:52.087486","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1898 Ack=1895 Win=1734 Len=0"
"4707","2016-09-26 23:14:52.087592","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4878","2016-09-26 23:15:22.115394","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4881","2016-09-26 23:15:22.375491","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1980 Ack=1936 Win=1734 Len=0"
"5032","2016-09-26 23:15:52.079626","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1980 Ack=1977 Win=1734 Len=0"
"5033","2016-09-26 23:15:52.079739","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5176","2016-09-26 23:16:22.109543","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5180","2016-09-26 23:16:22.371441","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2062 Ack=2018 Win=1734 Len=0"
"5346","2016-09-26 23:16:52.082577","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2062 Ack=2059 Win=1734 Len=0"
"5347","2016-09-26 23:16:52.083106","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5486","2016-09-26 23:17:22.110463","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5492","2016-09-26 23:17:22.562754","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"5496","2016-09-26 23:17:22.840734","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2144 Ack=2100 Win=1734 Len=0"
"5683","2016-09-26 23:17:52.079490","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2144 Ack=2141 Win=1734 Len=0"
"5684","2016-09-26 23:17:52.079609","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5804","2016-09-26 23:18:22.109850","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5808","2016-09-26 23:18:22.367191","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2226 Ack=2182 Win=1734 Len=0"
"6007","2016-09-26 23:18:52.362325","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"6011","2016-09-26 23:18:52.812470","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"6017","2016-09-26 23:18:53.496351","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2267 Ack=2223 Win=1734 Len=0"
"6018","2016-09-26 23:18:53.496891","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"6021","2016-09-26 23:18:53.757699","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2308 Ack=2264 Win=1734 Len=0"
"6146","2016-09-26 23:19:23.746705","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"6150","2016-09-26 23:19:23.973182","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2349 Ack=2305 Win=1734 Len=0"
"6298","2016-09-26 23:19:46.925552","192.168.1.240","93.184.216.34","TCP","74","40511  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51980734 TSecr=0 WS=16"
"6302","2016-09-26 23:19:47.070369","192.168.1.240","93.184.216.34","TCP","66","40511  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51980772 TSecr=2676427275"
"6303","2016-09-26 23:19:47.070981","192.168.1.240","93.184.216.34","TCP","66","40511  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51980772 TSecr=2676427275"
"6308","2016-09-26 23:19:47.089286","192.168.1.240","93.184.216.34","TCP","74","40512  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51980776 TSecr=0 WS=16"
"6310","2016-09-26 23:19:47.222739","192.168.1.240","93.184.216.34","TCP","66","40511  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51980811 TSecr=2676427312"
"6312","2016-09-26 23:19:47.246054","192.168.1.240","93.184.216.34","TCP","66","40512  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51980817 TSecr=2175581484"
"6313","2016-09-26 23:19:47.246784","192.168.1.240","93.184.216.34","TCP","66","40512  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51980817 TSecr=2175581484"
"6322","2016-09-26 23:19:47.270130","192.168.1.240","93.184.216.34","TCP","74","40513  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51980823 TSecr=0 WS=16"
"6324","2016-09-26 23:19:47.398502","192.168.1.240","93.184.216.34","TCP","66","40512  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51980856 TSecr=2175581523"
"6326","2016-09-26 23:19:47.423297","192.168.1.240","93.184.216.34","TCP","66","40513  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51980862 TSecr=2696760111"
