"No.","Time","Source","Destination","Protocol","Length","Info"
"191","49.125434","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=6490 Ack=44460 Win=982 Len=0 TSval=49145131 TSecr=146949635"
"192","49.127267","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=6490 Ack=46761 Win=982 Len=0 TSval=49145131 TSecr=146949635"
"194","54.721005","192.168.2.3","8.8.8.8","DNS","89","Standard query 0xb689 A connectivitycheck.gstatic.com"
"196","54.777167","192.168.2.3","216.58.197.3","GQUIC","1392","Client Hello, PKN: 1, CID: 5094430293523007528"
"197","54.777170","192.168.2.3","216.58.197.3","GQUIC","407","Payload (Encrypted), PKN: 2, CID: 5094430293523007528"
"201","54.823838","192.168.2.3","216.58.197.3","GQUIC","83","Payload (Encrypted), PKN: 3, CID: 5094430293523007528"
"202","54.823840","192.168.2.3","216.58.197.3","GQUIC","72","Payload (Encrypted), PKN: 4, CID: 5094430293523007528"
"204","54.866158","192.168.2.3","216.58.197.3","GQUIC","72","Payload (Encrypted), PKN: 5, CID: 5094430293523007528"
"205","55.168402","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"210","55.191292","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7211 Ack=48209 Win=982 Len=0 TSval=49145737 TSecr=146955704"
"211","55.191294","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7211 Ack=49657 Win=982 Len=0 TSval=49145737 TSecr=146955704"
"212","55.191294","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7211 Ack=51105 Win=982 Len=0 TSval=49145737 TSecr=146955704"
"213","55.191295","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7211 Ack=51958 Win=998 Len=0 TSval=49145737 TSecr=146955704"
"214","57.791342","192.168.2.3","108.177.97.188","TLSv1.2","91","[TCP Previous segment not captured] , Application Data"
"216","57.830971","192.168.2.3","108.177.97.188","TCP","66","42999  >  5228 [ACK] Seq=27 Ack=26 Win=661 Len=0 TSval=49146002 TSecr=532864107"
"217","59.409073","192.168.2.3","216.58.197.14","TCP","66","[TCP Dup ACK 46#1] 42674  >  443 [ACK] Seq=1 Ack=1 Win=627 Len=0 TSval=49146160 TSecr=1659834576"
"218","59.409081","192.168.2.3","151.101.76.246","TCP","66","[TCP Dup ACK 47#1] 60375  >  443 [ACK] Seq=1 Ack=1 Win=1222 Len=0 TSval=49146160 TSecr=522683532"
"222","60.207246","192.168.2.3","216.58.197.14","TCP","66","[TCP Dup ACK 52#1] 42682  >  443 [ACK] Seq=1 Ack=1 Win=583 Len=0 TSval=49146240 TSecr=3089674579"
"224","60.369099","192.168.2.3","151.101.194.217","TCP","66","[TCP Dup ACK 54#1] 49703  >  443 [ACK] Seq=1 Ack=1 Win=661 Len=0 TSval=49146256 TSecr=502321932"
"226","60.689528","192.168.2.3","216.58.197.3","TCP","66","[TCP Dup ACK 56#1] 49713  >  443 [ACK] Seq=1 Ack=1 Win=793 Len=0 TSval=49146288 TSecr=3928170465"
"228","61.238671","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"233","61.257324","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7932 Ack=53406 Win=982 Len=0 TSval=49146344 TSecr=146961777"
"234","61.257326","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7932 Ack=54854 Win=982 Len=0 TSval=49146345 TSecr=146961777"
"235","61.257678","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7932 Ack=56302 Win=982 Len=0 TSval=49146345 TSecr=146961777"
"236","61.258065","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=7932 Ack=57149 Win=982 Len=0 TSval=49146345 TSecr=146961777"
"237","63.280083","192.168.2.3","192.168.2.1","ICMP","98","Echo (ping) request  id=0x069e, seq=1/256, ttl=64 (reply in 238)"
"239","64.298202","192.168.2.3","192.168.2.1","ICMP","98","Echo (ping) request  id=0x069e, seq=2/512, ttl=64 (reply in 240)"
"241","64.331555","192.168.2.3","8.8.8.8","ICMP","98","Echo (ping) request  id=0x06a4, seq=1/256, ttl=64 (reply in 242)"
"243","64.375249","192.168.2.3","216.58.197.14","TLSv1.2","160","Application Data"
"244","64.375252","192.168.2.3","216.58.197.14","TLSv1.2","104","Application Data"
"245","64.375252","192.168.2.3","216.58.197.14","TLSv1.2","517","Application Data"
"250","64.417069","192.168.2.3","216.58.197.14","TCP","66","42670  >  443 [ACK] Seq=1053 Ack=719 Win=661 Len=0 TSval=49146661 TSecr=4183088166"
"255","64.457005","192.168.2.3","216.58.197.14","TCP","66","42670  >  443 [ACK] Seq=1053 Ack=788 Win=661 Len=0 TSval=49146664 TSecr=4183088242"
"256","64.457007","192.168.2.3","216.58.197.14","TCP","66","42670  >  443 [ACK] Seq=1053 Ack=893 Win=661 Len=0 TSval=49146665 TSecr=4183088242"
"257","64.457388","192.168.2.3","216.58.197.14","TCP","66","42670  >  443 [ACK] Seq=1053 Ack=1173 Win=661 Len=0 TSval=49146665 TSecr=4183088242"
"258","64.457794","192.168.2.3","216.58.197.14","TCP","66","42670  >  443 [ACK] Seq=1053 Ack=1211 Win=661 Len=0 TSval=49146665 TSecr=4183088242"
"259","64.458367","192.168.2.3","216.58.197.14","TLSv1.2","104","Application Data"
"261","65.347052","192.168.2.3","8.8.8.8","ICMP","98","Echo (ping) request  id=0x06a4, seq=2/512, ttl=64 (reply in 262)"
"263","65.353785","192.168.2.3","8.8.8.8","DNS","74","Standard query 0x5862 A www.google.com"
"264","65.353977","192.168.2.3","8.8.8.8","DNS","74","Standard query 0x0746 AAAA www.google.com"
"267","67.294177","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"272","67.314107","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=8653 Ack=58597 Win=982 Len=0 TSval=49146950 TSecr=146967834"
"273","67.314109","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=8653 Ack=60045 Win=982 Len=0 TSval=49146950 TSecr=146967834"
"274","67.314499","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=8653 Ack=61493 Win=982 Len=0 TSval=49146950 TSecr=146967834"
"275","67.314500","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=8653 Ack=62341 Win=998 Len=0 TSval=49146950 TSecr=146967834"
"277","73.377232","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"283","73.443158","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=9374 Ack=67533 Win=948 Len=0 TSval=49147562 TSecr=146973948"
"285","77.648869","192.168.2.3","108.177.97.188","TCP","66","[TCP Dup ACK 124#1] 43011  >  5228 [ACK] Seq=1 Ack=1 Win=450 Len=0 TSval=49147984 TSecr=783678657"
"287","79.476609","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"293","79.498572","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10095 Ack=68981 Win=982 Len=0 TSval=49148169 TSecr=146980019"
"294","79.498573","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10095 Ack=70429 Win=982 Len=0 TSval=49148169 TSecr=146980019"
"295","79.500604","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10095 Ack=71877 Win=982 Len=0 TSval=49148169 TSecr=146980019"
"296","79.504096","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10095 Ack=72731 Win=998 Len=0 TSval=49148169 TSecr=146980019"
"297","81.488089","192.168.2.3","216.58.197.4","TCP","66","[TCP Dup ACK 151#1] 53439  >  443 [ACK] Seq=1 Ack=1 Win=862 Len=0 TSval=49148368 TSecr=1294991720"
"300","85.542649","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"305","85.564239","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10816 Ack=74179 Win=982 Len=0 TSval=49148775 TSecr=146986084"
"306","85.564241","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10816 Ack=75627 Win=982 Len=0 TSval=49148775 TSecr=146986084"
"307","85.564242","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=10816 Ack=77929 Win=982 Len=0 TSval=49148775 TSecr=146986084"
"308","91.593814","192.168.2.3","151.101.76.246","TCP","66","[TCP Previous segment not captured] 60375  >  443 [FIN, ACK] Seq=2 Ack=1 Win=1222 Len=0 TSval=49149378 TSecr=522694813"
"309","91.594517","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"314","91.616733","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=11537 Ack=79377 Win=982 Len=0 TSval=49149380 TSecr=146992132"
"315","91.616735","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=11537 Ack=80825 Win=982 Len=0 TSval=49149380 TSecr=146992132"
"316","91.617191","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=11537 Ack=82273 Win=982 Len=0 TSval=49149381 TSecr=146992132"
"317","91.617550","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=11537 Ack=83127 Win=982 Len=0 TSval=49149381 TSecr=146992132"
"320","91.661805","192.168.2.3","151.101.76.246","TCP","54","60375  >  443 [RST] Seq=3 Win=0 Len=0"
"321","91.661807","192.168.2.3","151.101.76.246","TCP","54","60375  >  443 [RST] Seq=3 Win=0 Len=0"
"322","97.661242","192.168.2.3","203.211.199.120","TLSv1.2","787","Application Data"
"327","97.709103","192.168.2.3","203.211.199.120","TCP","78","[TCP Dup ACK 317#1] 33965  >  443 [ACK] Seq=12258 Ack=83127 Win=999 Len=0 TSval=49149988 TSecr=146992132 SLE=84575 SRE=86023"
"329","97.898364","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=12258 Ack=86023 Win=954 Len=0 TSval=49150009 TSecr=146998417"
"332","97.909505","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=12258 Ack=87471 Win=982 Len=0 TSval=49150010 TSecr=146998428"
"333","97.915162","192.168.2.3","203.211.199.120","TCP","66","33965  >  443 [ACK] Seq=12258 Ack=88325 Win=998 Len=0 TSval=49150010 TSecr=146998428"
"334","99.790964","192.168.2.3","8.8.8.8","DNS","79","Standard query 0xc307 A clients4.google.com"
"336","99.851752","192.168.2.3","216.58.197.14","GQUIC","1392","Client Hello, PKN: 1, CID: 13898513501542256662"
"340","99.898886","192.168.2.3","216.58.197.14","GQUIC","81","Payload (Encrypted), PKN: 2, CID: 13898513501542256662"
"341","99.898890","192.168.2.3","216.58.197.14","GQUIC","72","Payload (Encrypted), PKN: 3, CID: 13898513501542256662"
"342","99.899052","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 4, CID: 13898513501542256662"
"343","99.899240","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 5, CID: 13898513501542256662"
"344","99.899241","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 6, CID: 13898513501542256662"
"345","99.899519","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 7, CID: 13898513501542256662"
"346","99.899684","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 8, CID: 13898513501542256662"
"347","99.899750","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 9, CID: 13898513501542256662"
"348","99.900003","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 10, CID: 13898513501542256662"
"349","99.900154","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 11, CID: 13898513501542256662"
"350","99.900243","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 12, CID: 13898513501542256662"
"351","99.900339","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 13, CID: 13898513501542256662"
"352","99.900582","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 14, CID: 13898513501542256662"
"353","99.900965","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 15, CID: 13898513501542256662"
"358","99.910722","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 16, CID: 13898513501542256662"
"359","99.911114","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 17, CID: 13898513501542256662"
"360","99.911537","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 18, CID: 13898513501542256662"
"361","99.911807","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 19, CID: 13898513501542256662"
"362","99.911808","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 20, CID: 13898513501542256662"
"363","99.912363","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 21, CID: 13898513501542256662"
"364","99.912365","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 22, CID: 13898513501542256662"
"365","99.912638","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 23, CID: 13898513501542256662"
"366","99.912820","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 24, CID: 13898513501542256662"
"367","99.913129","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 25, CID: 13898513501542256662"
"368","99.913131","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 26, CID: 13898513501542256662"
"369","99.913353","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 27, CID: 13898513501542256662"
"370","99.913742","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 28, CID: 13898513501542256662"
"371","99.914100","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 29, CID: 13898513501542256662"
"372","99.914102","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 30, CID: 13898513501542256662"
"373","99.914400","192.168.2.3","216.58.197.14","GQUIC","1392","Payload (Encrypted), PKN: 31, CID: 13898513501542256662"
"374","99.914402","192.168.2.3","216.58.197.14","GQUIC","201","Payload (Encrypted), PKN: 32, CID: 13898513501542256662"
"386","100.017777","192.168.2.3","216.58.197.14","GQUIC","72","Payload (Encrypted), PKN: 33, CID: 13898513501542256662"
